Age,Gender,MaritalStatus,Occupation,Monthly Income,Educational Qualifications,Family size,FoodDileveryApp,FoodDirectCall,TypeMeal1,TypeMeal2,Cuisine1,Cuisine2,Ease and convenient,Time saving,RestaurantChoices,EasyPaymentOption,MoreOffersDiscount,FoodQuality,TrackingSystem,PoorHygiene,BadPastExperience,LongDeliveryTime,WrongOrderDelivered,Missing item,OrderPlacedByMistake,Order Time,Maximum wait time,Google Maps Accuracy,Influence of rating,Less Delivery time,HighQualityOfPackage,Number of calls,Politeness,Freshness ,Temperature,Good Taste ,FoodQuantity,purchaseAgain,Reviews
23,Male,Single,Student,More than 50000,Post Graduate,3,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Neutral,Neutral,Neutral,Strongly agree,Strongly agree,Agree,Anytime (Mon-Sun),45 minutes,Strongly Agree,Yes,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,1,NaNNaN
23,Female,Single,Student,No Income,Post Graduate,4,Food delivery apps, Direct call,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Neutral,Weekend (Sat & Sun),45 minutes,Neutral,Yes,Important,Important,Moderately Important,Moderately Important,Very Important,Very Important,Very Important,Very Important,1,NaN
20,Male,Single,Student,No Income,Graduate,2,Food delivery apps, Direct call,Breakfast, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly disagree,Anytime (Mon-Sun),30 minutes,Strongly Agree,Yes,Important,Very Important,Important,Very Important,Important,Important,Important,Important,1,swiggyNaNandNaNzomatoNaNareNaNtheNaNbestNaNfoodNaNdeliveryNaNapps
21,Male,Single,Student,No Income,Graduate,2,Food delivery apps, Web browser,Breakfast, Snacks,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Disagree,Agree,Strongly agree,Agree,Strongly agree,Anytime (Mon-Sun),30 minutes,Strongly Agree,Yes,Important,Very Important,Important,Very Important,Moderately Important,Slightly Important,Moderately Important,Important,1,iNaNhaveNaNnoNaNissuesNaNwithNaNtheNaNdeliveryNaN
24,Female,Married,Self Employeed,10001 to 25000,Graduate,5,Food delivery apps, Web browser,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Disagree,Agree,Neutral,Disagree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly disagree,Strongly disagree,Anytime (Mon-Sun),45 minutes,Strongly Agree,Yes,Important,Important,Very Important,Important,Important,Moderately Important,Moderately Important,Important,1,foodNaNdeliveryNaNappsNaNareNaNperformingNaNwellNaNinNaNbangalore.NaNbutNaNpoorNaNdeliveryNaNwhenNaNitNaNcomesNaNtoNaNruralNaNplaces
23,Female,Single,Student,No Income,Post Graduate,4,Food delivery apps, Direct call,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Neutral,Weekend (Sat & Sun),45 minutes,Neutral,Yes,Important,Important,Moderately Important,Moderately Important,Very Important,Very Important,Very Important,Very Important,1,NaN
25,Male,Single,Employee,25001 to 50000,Post Graduate,3,Food delivery apps, Web browser,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Anytime (Mon-Sun),30 minutes,Strongly Agree,Yes,Important,Important,Very Important,Important,Important,Important,Very Important,Slightly Important,1,iNaNloveNaNbeingNaNaNaNpartNaNofNaNzomatoNaNpremiumNaNmember.NaNiNaNgetNaNamazingNaNoffers
32,Female,Married,House wife,No Income,Graduate,3,Direct call, Web browser,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Neutral,Neutral,Agree,Disagree,Strongly agree,Agree,Strongly agree,Strongly disagree,Anytime (Mon-Sun),60 minutes,Strongly Agree,Yes,Important,Very Important,Important,Very Important,Moderately Important,Slightly Important,Important,Important,1,"wheneverNaNi'mNaNnotNaNwell,NaNuseNaNdunzoNaNtoNaNorderNaNforNaNmyNaNwholeNaNfamilyNaN"
27,Male,Married,Employee,More than 50000,Ph.D,5,Food delivery apps, Web browser,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Ice cream / Cool drinks,Agree,Disagree,Neutral,Disagree,Neutral,Disagree,Strongly disagree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly disagree,Anytime (Mon-Sun),15 minutes,Strongly Agree,Yes,Important,Very Important,Important,Very Important,Very Important,Very Important,Very Important,Very Important,0,worstNaNbehaviorNaNbyNaNcustomerNaNcare.NaNtheyNaNprocessNaNrefundNaNquiteNaNlate
20,Female,Single,Student,No Income,Graduate,2,Food delivery apps, Web browser,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Ice cream / Cool drinks,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Anytime (Mon-Sun),45 minutes,Agree,Yes,Important,Very Important,Important,Moderately Important,Important,Important,Moderately Important,Important,1,bestNaNdeliveryNaNpeopleNaNworkingNaNhardNaNforNaNtheirNaNfamily.NaNrespectNaNthem
21,Male,Single,Student,No Income,Graduate,2,Food delivery apps, Walk-in,Breakfast, Lunch,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Disagree,Agree,Agree,Strongly disagree,Anytime (Mon-Sun),45 minutes,Strongly Agree,Yes,Important,Very Important,Very Important,Very Important,Important,Important,Important,Important,1,iNaNhaveNaNnoNaNissuesNaNwithNaNtheNaNfoodNaNdeliveryNaNservice.NaNthey'reNaNgood
26,Male,Single,Employee,More than 50000,Post Graduate,3,Food delivery apps, Walk-in,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Disagree,Agree,Neutral,Disagree,Anytime (Mon-Sun),15 minutes,Strongly Agree,Yes,Important,Very Important,Important,Very Important,Important,Important,Important,Important,0,iNaNcan'tNaNblameNaNtheNaNdeliveryNaNpeopleNaNforNaNlateNaNdelivery.NaNitNaNliesNaNinNaNtheNaNlogisticsNaNdepartmentNaNofNaNsuchNaNstartups.
25,Male,Single,Employee,10001 to 25000,Graduate,4,Food delivery apps, Direct call,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Disagree,Neutral,Disagree,Disagree,Disagree,Agree,Anytime (Mon-Sun),45 minutes,Agree,Yes,Very Important,Very Important,Unimportant,Very Important,Very Important,Important,Very Important,Very Important,1,NaN
26,Male,Single,Employee,25001 to 50000,Post Graduate,3,Food delivery apps, Direct call,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Disagree,Strongly disagree,Disagree,Neutral,Disagree,Disagree,Anytime (Mon-Sun),More than 60 minutes,Strongly Agree,No,Important,Important,Moderately Important,Important,Moderately Important,Moderately Important,Moderately Important,Moderately Important,1,i'mNaNsatisfiedNaNwithNaNtheNaNserviceNaNandNaNswiggyNaNisNaNtheNaNbest
26,Female,Married,Employee,25001 to 50000,Graduate,3,Food delivery apps, Direct call,Breakfast, Lunch,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Strongly disagree,Anytime (Mon-Sun),30 minutes,Strongly Agree,Yes,Important,Important,Important,Important,Important,Very Important,Important,Important,1,iNaNloveNaNfoodNaNdeliveryNaNservice.NaNtheyNaNareNaNamazingNaN
27,Male,Single,Employee,More than 50000,Ph.D,4,Food delivery apps, Walk-in,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Anytime (Mon-Sun),15 minutes,Strongly Agree,Maybe,Important,Very Important,Important,Very Important,Important,Important,Important,Very Important,0,"iNaNrequireNaNfasterNaNdelivery.NaNnowadaysNaNdueNaNtoNaNcovid,NaNtheNaNdeliveryNaNserviceNaNisNaNslow"
27,Female,Single,Student,No Income,Ph.D,5,Food delivery apps, Walk-in,Breakfast, Lunch,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Strongly disagree,Anytime (Mon-Sun),15 minutes,Strongly Agree,Yes,Important,Important,Important,Important,Slightly Important,Moderately Important,Important,Important,0,aNaNdeliveryNaNpersonNaNabusedNaNmeNaNforNaNmarkingNaNtheNaNlocationNaNwrong.NaNiNaNcanNaNunderstandNaNhisNaNtediousNaNwork.NaNbutNaNabusingNaNwithNaNsuchNaNvulgarNaNwordsNaNisNaNnotNaNtolerable
24,Female,Single,Student,No Income,Post Graduate,5,Food delivery apps, Walk-in,Breakfast, Dinner,Veg foods (Breakfast / Lunch / Dinner), Sweets,Agree,Strongly agree,Agree,Neutral,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Strongly agree,Anytime (Mon-Sun),45 minutes,Neutral,Yes,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,Very Important,1,NaN
25,Male,Married,Self Employeed,More than 50000,School,2,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Neutral,Neutral,Disagree,Disagree,Anytime (Mon-Sun),45 minutes,Neutral,Yes,Important,Very Important,Important,Very Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,1,certainlyNaNaNaNwonderfulNaNdeliveryNaNservice
20,Male,Single,Student,No Income,Graduate,2,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Anytime (Mon-Sun),15 minutes,Strongly Agree,Yes,Important,Very Important,Important,Important,Moderately Important,Important,Important,Important,0,thereNaNareNaNnotNaNmuchNaNrestaurantNaNchoices
22,Male,Single,Student,No Income,Post Graduate,1,Food delivery apps, Walk-in,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Anytime (Mon-Sun),More than 60 minutes,Strongly Agree,Maybe,Slightly Important,Slightly Important,Moderately Important,Slightly Important,Unimportant,Slightly Important,Unimportant,Slightly Important,1,noNaNproblemNaNwithNaNfoodNaNdeliveryNaNstartups
26,Female,Married,Student,Below Rs.10000,Ph.D,3,Food delivery apps, Web browser,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Sweets,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Disagree,Disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Anytime (Mon-Sun),30 minutes,Strongly Agree,Yes,Important,Very Important,Important,Important,Moderately Important,Important,Moderately Important,Important,1,NaN
27,Male,Prefer not to say,Employee,25001 to 50000,Post Graduate,1,Food delivery apps, Walk-in,Breakfast, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Weekend (Sat & Sun),45 minutes,Strongly Agree,Yes,Important,Very Important,Important,Important,Important,Very Important,Important,Important,1,NaN
25,Female,Single,Student,No Income,Post Graduate,3,Food delivery apps, Web browser,Breakfast, Snacks,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly agree,Disagree,Disagree,Agree,Neutral,Agree,Agree,Anytime (Mon-Sun),30 minutes,Disagree,Maybe,Important,Moderately Important,Moderately Important,Important,Moderately Important,Moderately Important,Moderately Important,Moderately Important,1,"bestNaNservice,NaNcrazyNaNdriversNaN!"
24,Male,Single,Employee,Below Rs.10000,Graduate,2,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Anytime (Mon-Sun),30 minutes,Strongly Agree,Yes,Important,Very Important,Important,Important,Important,Important,Important,Important,1,iNaNhaveNaNnoNaNproblemNaNwithNaNdeliveryNaNservice.NaNbestNaNserviceNaN!
23,Female,Single,Employee,10001 to 25000,Graduate,6,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Agree,Strongly disagree,Disagree,Disagree,Weekend (Sat & Sun),45 minutes,Disagree,Yes,Important,Very Important,Important,Moderately Important,Important,Important,Very Important,Important,1,iNaNhaveNaNgoodNaNexperienceNaNwithNaNswiggy.NaNnoNaNissues
22,Male,Single,Student,No Income,Graduate,2,Food delivery apps, Direct call,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Anytime (Mon-Sun),45 minutes,Strongly Agree,Yes,Important,Important,Important,Important,Important,Very Important,Very Important,Important,0,theyNaNreallyNaNneedNaNtoNaNdeliveryNaNfast
26,Male,Married,Self Employeed,More than 50000,Post Graduate,3,Food delivery apps, Walk-in,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Agree,Disagree,Agree,Agree,Strongly agree,Strongly agree,Weekdays (Mon-Fri),60 minutes,Agree,No,Important,Slightly Important,Slightly Important,Slightly Important,Slightly Important,Moderately Important,Important,Very Important,0,notNaNhappyNaNwithNaNtheNaNfoodNaNqualityNaNwhenNaNitNaNisNaNdelivered
26,Male,Single,Employee,Below Rs.10000,Post Graduate,1,Food delivery apps, Web browser,Dinner, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Agree,Agree,Agree,Neutral,Strongly disagree,Neutral,Agree,Agree,Agree,Agree,Anytime (Mon-Sun),30 minutes,Agree,Yes,Important,Very Important,Important,Very Important,Slightly Important,Moderately Important,Moderately Important,Important,1,"trackingNaNsystemNaNneedsNaNtoNaNbeNaNimproved,NaNsometimesNaNtheNaNdeliveryNaNguyNaNisNaNstillNaNandNaNdoesn'tNaNshowNaNhisNaNmovements"
25,Female,Married,Self Employeed,25001 to 50000,Post Graduate,3,Food delivery apps, Web browser,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Anytime (Mon-Sun),30 minutes,Agree,Yes,Important,Important,Very Important,Important,Moderately Important,Important,Important,Moderately Important,0,"ifNaNdeliveryNaNgetsNaNslow,NaNiNaNtendNaNtoNaNgiveNaNpoorNaNratingsNaNonNaNdeliveryNaN"
29,Female,Married,Employee,More than 50000,Graduate,3,Food delivery apps, Walk-in,Breakfast, Lunch,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Neutral,Disagree,Neutral,Neutral,Disagree,Disagree,Neutral,Neutral,Agree,Neutral,Strongly disagree,Agree,Agree,Weekend (Sat & Sun),45 minutes,Strongly Agree,Yes,Important,Moderately Important,Moderately Important,Moderately Important,Slightly Important,Moderately Important,Important,Moderately Important,0,iNaNwantNaNbothNaNdeliveryNaNtoNaNbeNaNquickNaNasNaNwellNaNasNaNfoodNaNqualityNaNtoNaNbeNaNgood
23,Male,Single,Student,Below Rs.10000,Graduate,3,Direct call, Walk-in,Dinner, Dinner,Veg foods (Breakfast / Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly disagree,Neutral,Disagree,Agree,Disagree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Anytime (Mon-Sun),45 minutes,Agree,Maybe,Important,Moderately Important,Important,Moderately Important,Very Important,Very Important,Important,Important,1,paidNaNbutNaNneverNaNreceivedNaNit.NaNnoNaNfreshNaNandNaNoverNaNpaidNaNcomparedNaNtoNaNbuyingNaNitNaNdirectlyNaN
22,Female,Single,Employee,25001 to 50000,Graduate,4,Food delivery apps, Direct call,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Neutral,Disagree,Agree,Disagree,Neutral,Agree,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Weekend (Sat & Sun),45 minutes,Agree,Yes,Slightly Important,Very Important,Unimportant,Important,Very Important,Important,Very Important,Moderately Important,1,NaN
22,Male,Single,Student,No Income,Graduate,2,Food delivery apps, Walk-in,Breakfast, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Disagree,Neutral,Disagree,Disagree,Neutral,Neutral,Disagree,Agree,Agree,Disagree,Disagree,Neutral,Strongly disagree,Anytime (Mon-Sun),15 minutes,Neutral,Yes,Important,Very Important,Very Important,Important,Important,Very Important,Important,Important,0,NaN
32,Female,Married,House wife,No Income,School,5,Food delivery apps, Direct call,Snacks, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Weekend (Sat & Sun),60 minutes,Disagree,Yes,Important,Moderately Important,Moderately Important,Very Important,Important,Moderately Important,Moderately Important,Important,1,allNaNgoodNaNwithNaNtheNaNservice.
28,Male,Married,Employee,More than 50000,Post Graduate,1,Food delivery apps, Walk-in,Breakfast, Lunch,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Strongly agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Neutral,Disagree,Neutral,Disagree,Disagree,Strongly disagree,Anytime (Mon-Sun),45 minutes,Strongly Agree,Yes,Very Important,Very Important,Moderately Important,Important,Important,Slightly Important,Important,Slightly Important,1,iNaNloveNaNzomato'sNaNserviceNaNNaN-fromNaNaNaNpremiumNaNmember
22,Male,Single,Student,No Income,Post Graduate,2,Food delivery apps, Direct call,Lunch, Dinner,Non Veg foods (Lunch / Dinner), Veg foods (Breakfast / Lunch / Dinner),Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Disagree,Anytime (Mon-Sun),30 minutes,Agree,Yes,Important,Very Important,Moderately Important,Important,Important,Important,Very Important,Very Important,1,NaN
